code,name,description,is_enabled,extra
A251,ESTREPTOBACILOSIS,FIEBRES POR MORDEDURA DE RATA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A259,"FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA",FIEBRES POR MORDEDURA DE RATA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A260,ERISIPELOIDE CUTANEO,ERISIPELOIDE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A267,SEPSIS POR ERYSIPELOTHRIX,ERISIPELOIDE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A268,OTRAS FORMAS DE ERISIPELOIDE,ERISIPELOIDE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A269,"ERISIPELOIDE, NO ESPECIFICADA",ERISIPELOIDE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A270,LEPTOSPIROSIS ICTEROHEMORRAGICA,LEPTOSPIROSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A278,OTRAS FORMAS DE LEPTOSPIROSIS,LEPTOSPIROSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A279,"LEPTOSPIROSIS, NO ESPECIFICADA",LEPTOSPIROSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A280,PASTEURELOSIS,OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A281,ENFERMEDAD POR RASGUNO DE GATO,OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A282,YERSINIOSIS EXTRAINTESTINAL,OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A288,"OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE",OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A289,"ENFERMEDAD ZOONOTICA BACTERIANA, SIN OTRA ESPECIFICACION",OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A300,LEPRA INDETERMINADA,LEPRA [ ENFERMEDAD DE HANSEN ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A301,LEPRA TUBERCULOIDE,LEPRA [ ENFERMEDAD DE HANSEN ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A302,LEPRA TUBERCULOIDE LIMITROFE,LEPRA [ ENFERMEDAD DE HANSEN ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A303,LEPRA LIMITROFE,LEPRA [ ENFERMEDAD DE HANSEN ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A304,LEPRA LEPROMATOSA LIMITROFE,LEPRA [ ENFERMEDAD DE HANSEN ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A305,LEPRA LEPROMATOSA,LEPRA [ ENFERMEDAD DE HANSEN ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A308,OTRAS FORMAS DE LEPRA,LEPRA [ ENFERMEDAD DE HANSEN ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A309,"LEPRA, NO ESPECIFICADA",LEPRA [ ENFERMEDAD DE HANSEN ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A310,INFECCIONES POR MICOBACTERIAS PULMONARES,INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A311,INFECCION CUTANEA POR MICOBACTERIAS,INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A318,OTRAS INFECCIONES POR MICOBACTERIAS,INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A319,"INFECCION POR MICOBACTERIA, NO ESPECIFICADA",INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A320,LISTERIOSIS CUTANEA,LISTERIOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A321,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA,LISTERIOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A327,SEPSIS LISTERIANA,LISTERIOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A328,OTRAS FORMAS DE LISTERIOSIS,LISTERIOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A329,"LISTERIOSIS, NO ESPECIFICADA",LISTERIOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A33X,TETANOS NEONATAL,TETANOS NEONATAL,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A34X,TETANOS OBSTETRICO,TETANOS OBSTETRICO,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A35X,OTROS TETANOS,OTROS TETANOS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A360,DIFTERIA FARINGEA,DIFTERIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A361,DIFTERIA NASOFARINGEA,DIFTERIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A362,DIFTERIA LARINGEA,DIFTERIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A363,DIFTERIA CUTANEA,DIFTERIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A368,OTRAS DIFTERIAS,DIFTERIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A369,"DIFTERIA, NO ESPECIFICADA",DIFTERIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A370,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS,TOS FERINA [ TOS CONVULSIVA ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A371,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS,TOS FERINA [ TOS CONVULSIVA ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A378,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA,TOS FERINA [ TOS CONVULSIVA ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A379,"TOS FERINA, NO ESPECIFICADA",TOS FERINA [ TOS CONVULSIVA ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A38X,ESCARLATINA,ESCARLATINA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A390,MENINGITIS MENINGOCOCICA,ENFERMEDAD MENINGOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A391,SINDROME DE WATERHOUSE-FRIDERICHSEN,ENFERMEDAD MENINGOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A392,MENINGOCOCEMIA AGUDA,ENFERMEDAD MENINGOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A393,MENINGOCOCEMIA CRONICA,ENFERMEDAD MENINGOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A394,"MENINGOCOCEMIA, NO ESPECIFICADA",ENFERMEDAD MENINGOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A395,ENFERMEDAD CARDIACA DEBIDA A MENINGOCOCO,ENFERMEDAD MENINGOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A398,OTRAS FORMAS DE ENFERMEDAD MENINGOCOCICA,ENFERMEDAD MENINGOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A399,"ENFERMEDAD MENINGOCOCICA, NO ESPECIFICADA",ENFERMEDAD MENINGOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A400,"SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO A",SEPSIS ESTREPTOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A401,"SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO B",SEPSIS ESTREPTOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A402,"SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO D",SEPSIS ESTREPTOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A403,SEPSIS DEBIDA A STREPTOCOCCUS PNEUMONIAE,SEPSIS ESTREPTOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A408,OTRAS SEPSIS ESTREPTOCOCICAS,SEPSIS ESTREPTOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A409,"SEPSIS ESTREPTOCOCICA, NO ESPECIFICADA",SEPSIS ESTREPTOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A410,SEPSIS DEBIDA A STAPHYLOCOCCUS AUREUS,OTRAS SEPSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A411,SEPSIS DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO,OTRAS SEPSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A412,SEPSIS DEBIDA A ESTAFILOCOCO NO ESPECIFICADO,OTRAS SEPSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A413,SEPSIS DEBIDA A HAEMOPHILUS INFLUENZAE,OTRAS SEPSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A414,SEPSIS DEBIDA A ANAEROBIOS,OTRAS SEPSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A415,SEPSIS DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS,OTRAS SEPSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A418,OTRAS SEPSIS ESPECIFICADAS,OTRAS SEPSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A419,"SEPSIS, NO ESPECIFICADA",OTRAS SEPSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A420,ACTINOMICOSIS PULMONAR,ACTINOMICOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A421,ACTINOMICOSIS ABDOMINAL,ACTINOMICOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A422,ACTINOMICOSIS CERVICOFACIAL,ACTINOMICOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A427,SEPSIS ACTINOMICOTICA,ACTINOMICOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A428,OTRAS FORMAS DE ACTINOMICOSIS,ACTINOMICOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A429,"ACTINOMICOSIS, SIN OTRA ESPECIFICACION",ACTINOMICOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A430,NOCARDIOSIS PULMONAR,NOCARDIOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A431,NOCARDIOSIS CUTANEA,NOCARDIOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A438,OTRAS FORMAS DE NOCARDIOSIS,NOCARDIOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A439,"NOCARDIOSIS, NO ESPECIFICADA",NOCARDIOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A440,BARTONELOSIS SISTEMICA,BARTONELOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A441,BARTONELOSIS CUTANEA Y MUCOCUTANEA,BARTONELOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A448,OTRAS FORMAS DE BARTONELOSIS,BARTONELOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A449,"BARTONELOSIS, NO ESPECIFICADA",BARTONELOSIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A46X,ERISIPELA,ERISIPELA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A480,GANGRENA GASEOSA,OTRAS ENFERMEDADES BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A481,ENFERMEDAD DE LOS LEGIONARIOS,OTRAS ENFERMEDADES BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A482,ENFERMEDAD DE LOS LEGIONARIOS NO NEUMONICA (FIEBRE DE PONTIAC),OTRAS ENFERMEDADES BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A483,SINDROME DEL CHOQUE TOXICO,OTRAS ENFERMEDADES BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A484,FIEBRE PURPURICA BRASILENA,OTRAS ENFERMEDADES BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A488,OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS,OTRAS ENFERMEDADES BACTERIANAS NO CLASIFICADAS EN OTRA PARTE,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A490,"INFECCION ESTAFILOCOCICA, SITIO NO ESPECIFICADO",INFECCION BACTERIANA DE SITIO NO ESPECIFICADO,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A491,"INFECCION ESTREPTOCOCICA, SITIO NO ESPECIFICADO",INFECCION BACTERIANA DE SITIO NO ESPECIFICADO,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A492,"INFECCION POR HAEMOPHILUS INFLUENZAE, SITIO NO ESPECIFICADO",INFECCION BACTERIANA DE SITIO NO ESPECIFICADO,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A493,"INFECCION POR MICOPLASMA, SITIO NO ESPECIFICADO",INFECCION BACTERIANA DE SITIO NO ESPECIFICADO,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A498,OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO,INFECCION BACTERIANA DE SITIO NO ESPECIFICADO,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A499,"INFECCION BACTERIANA, NO ESPECIFICADA",INFECCION BACTERIANA DE SITIO NO ESPECIFICADO,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A500,"SIFILIS CONGENITA PRECOZ, SINTOMATICA",SIFILIS CONGENITA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A501,"SIFILIS CONGENITA PRECOZ, LATENTE",SIFILIS CONGENITA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A502,"SIFILIS CONGENITA PRECOZ, SIN OTRA ESPECIFICACION",SIFILIS CONGENITA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A503,OCULOPATIA SIFILITICA CONGENITA TARDIA,SIFILIS CONGENITA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A504,NEUROSIFILIS CONGENITA TARDIA [NEUROSIFILIS JUVENIL],SIFILIS CONGENITA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A505,"OTRAS FORMAS DE SIFILIS CONGENITA TARDIA, SINTOMATICA",SIFILIS CONGENITA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A506,"SIFILIS CONGENITA TARDIA, LATENTE",SIFILIS CONGENITA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A507,"SIFILIS CONGENITA TARDIA, SIN OTRA ESPECIFICACION",SIFILIS CONGENITA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A509,"SIFILIS CONGENITA, SIN OTRA ESPECIFICACION",SIFILIS CONGENITA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A510,SIFILIS GENITAL PRIMARIA,SIFILIS PRECOZ,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A511,SIFILIS PRIMARIA ANAL,SIFILIS PRECOZ,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A512,SIFILIS PRIMARIA EN OTROS SITIOS,SIFILIS PRECOZ,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A513,SIFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS,SIFILIS PRECOZ,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A514,OTRAS SIFILIS SECUNDARIAS,SIFILIS PRECOZ,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A515,"SIFILIS PRECOZ, LATENTE",SIFILIS PRECOZ,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A519,"SIFILIS PRECOZ, SIN OTRA ESPECIFICACION",SIFILIS PRECOZ,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A520,SIFILIS CARDIOVASCULAR,SIFILIS TARDIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A521,NEUROSIFILIS SINTOMATICA,SIFILIS TARDIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A522,NEUROSIFILIS ASINTOMATICA,SIFILIS TARDIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A523,NEUROSIFILIS NO ESPECIFICADA,SIFILIS TARDIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A527,OTRAS SIFILIS TARDIAS SINTOMATICAS,SIFILIS TARDIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A528,"SIFILIS TARDIA, LATENTE",SIFILIS TARDIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A529,"SIFILIS TARDIA, NO ESPECIFICADA",SIFILIS TARDIA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A530,"SIFILIS LATENTE, NO ESPECIFICADA COMO PRECOZ O TARDIA",OTRAS SIFILIS Y LAS NO ESPECIFICADAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A539,"SIFILIS, NO ESPECIFICADA",OTRAS SIFILIS Y LAS NO ESPECIFICADAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A540,INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL Y DE GLANDULA ACCESORIA,INFECCION GONOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A541,INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLANDULAS ACCESORIAS,INFECCION GONOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A542,PELVIPERITONITIS GONOCOCICA Y OTRAS INFECCIONES GONOCOCICAS GENITOURINARIAS,INFECCION GONOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A543,INFECCION GONOCOCICA DEL OJO,INFECCION GONOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A544,INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR,INFECCION GONOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A545,FARINGITIS GONOCOCICA,INFECCION GONOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A546,INFECCION GONOCOCICA DEL ANO Y DEL RECTO,INFECCION GONOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A548,OTRAS INFECCIONES GONOCOCICAS,INFECCION GONOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A549,"INFECCION GONOCOCICA, NO ESPECIFICADA",INFECCION GONOCOCICA,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A55X,LINFOGRANULOMA (VENEREO) POR CLAMIDIAS,LINFOGRANULOMA (VENEREO) POR CLAMIDIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A560,INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A561,INFECCION DEL PELVIPERITONEO Y OTROS ORGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A562,"INFECCIONES DEL TRACTO GENITOURINARIO DEBIDAS A CLAMIDIAS, SIN OTRA ESPECIFICACION",OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A563,INFECCION DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A564,INFECCION DE FARINGE DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A568,INFECCION DE TRANSMISION SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A57X,CHANCRO BLANDO,CHANCRO BLANDO,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A58X,GRANULOMA INGUINAL,GRANULOMA INGUINAL,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A590,TRICOMONIASIS UROGENITAL,TRICOMONIASIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A598,TRICOMONIASIS DE OTROS SITOS,TRICOMONIASIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A599,"TRICOMONIASIS, NO ESPECIFICADA",TRICOMONIASIS,SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A600,INFECCION DE GENITALES Y TRAYECTO UROGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE],INFECION ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A601,INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE,INFECION ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A609,"INFECCION ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACION",INFECION ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE ],SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A630,VERRUGAS (VENEREAS) ANOGENITALES,"OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRA PARTE",SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A638,"OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS","OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRA PARTE",SI,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
